municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Abril,556,"133,67","0,2404",04/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Abril,1111,"278,0","0,2502",04/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Abril,1600,"288,5","0,1803",04/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Maio,1600,"300,0","0,1875",05/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Maio,556,"127,0","0,2284",05/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Maio,1131,"263,44","0,2329",05/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Maio,1111,"255,0","0,2295",05/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Junho,1111,"267,0","0,2403",06/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Junho,1600,"287,0","0,1792",06/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Junho,556,"134,0","0,2404",06/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Junho,1131,"228,0","0,2011",06/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Julho,556,"130,0","0,2344",07/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Julho,1131,"245,0","0,217",07/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Julho,1600,"293,0","0,1833",07/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Julho,1111,"261,0","0,2349",07/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Agosto,556,"162,0","0,292",08/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Agosto,1600,"393,0","0,2456",08/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Agosto,1131,"285,0","0,2517",08/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Agosto,1111,"319,0","0,2874",08/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Setembro,556,"148,0","0,2662",09/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Setembro,1131,"270,0","0,2385",09/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Setembro,1600,"391,0","0,2446",09/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Setembro,1111,"357,0","0,3217",09/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Outubro,1111,"302,0","0,2718",10/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Outubro,1131,"274,0","0,242",10/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Outubro,556,"147,0","0,264",10/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Outubro,1600,"360,0","0,2248",10/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Novembro,1111,"317,0","0,2851",11/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Novembro,1131,"259,0","0,2288",11/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Novembro,556,"133,0","0,2383",11/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Novembro,1600,"335,0","0,2094",11/2023
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Dezembro,556,"133,0","0,2383",12/2023
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Dezembro,1600,"328,0","0,205",12/2023
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Dezembro,1111,"305,0","0,2743",12/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Dezembro,1131,"235,0","0,2078",12/2023
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Janeiro,1131,"227,0","0,2005",01/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Janeiro,556,"128,0","0,2298",01/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Janeiro,1600,"316,0","0,1977",01/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Janeiro,1111,"256,0","0,23",01/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Fevereiro,1111,"260,0","0,2338",02/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Fevereiro,556,"135,0","0,2419",02/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Fevereiro,1131,"228,0","0,2016",02/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Fevereiro,1600,"316,0","0,1977",02/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Março,1600,"298,0","0,1859",03/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Março,556,"120,0","0,2158",03/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Março,1111,"240,0","0,2157",03/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Março,1131,"226,0","0,2001",03/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Abril,1111,"210,0","0,189",04/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Abril,1131,"198,0","0,1754",04/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Abril,1600,"280,0","0,175",04/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Abril,556,"119,0","0,2131",04/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Maio,1111,"238,0","0,2142",05/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Maio,1131,"220,0","0,1941",05/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Maio,556,"116,0","0,2083",05/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Maio,1600,"268,0","0,1675",05/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Junho,556,"122,0","0,2188",06/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Junho,1600,"268,0","0,1675",06/2024
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Junho,1111,"237,0","0,2133",06/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Junho,1131,"240,0","0,2124",06/2024
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Julho,556,"117,0","0,2104",07/2024
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Julho,1131,"237,0","0,2095",07/2024
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Julho,1600,"270,0","0,1688",07/2024
